ATCOCode	CommonName	Lon	Lat	NatGazLocality
45012712	Whitehall Road Dixon Lane	-1.58604	53.78228	Lower Wortley
45012713	Whitehall Road Dragon Inn	-1.57897	53.78496	Lower Wortley
45012714	Whitehall Road Dragon Inn	-1.58	53.78436	Lower Wortley
45012715	Whitehall Road Lower Wortley	-1.57504	53.7869	Wortley (Leeds)
45012716	Whitehall Road Copley Hill Way	-1.57411	53.78724	Wortley (Leeds)
45012717	Low Moor Side Low Moorside Court	-1.62263	53.77593	New Farnley
45012718	Low Moor Side Low Moorside Court	-1.6224	53.776	New Farnley
45012719	Low Moor Side Wolley Avenue	-1.62529	53.77601	New Farnley
45012720	Low Moor Side Wolley Avenue	-1.62544	53.77594	New Farnley
45012721	Wolley Avenue	-1.62423	53.77477	New Farnley
45012722	Lower Wortley Road	-1.60051	53.78381	Old Farnley
45012723	Lower Wortley Road	-1.59929	53.78366	Old Farnley
45012724	Lower Wortley Road Fawcett Avenue	-1.59662	53.78374	Upper Wortley
45012725	Lower Wortley Road Western Grove	-1.59324	53.78548	Upper Wortley
45012726	Lower Wortley Road Greenville Gardens	-1.59175	53.78664	Upper Wortley
45012727	Lower Wortley Road Greentop	-1.5912	53.78725	Upper Wortley
45012728	Lower Wortley Road	-1.59012	53.78785	Upper Wortley
45012729	Oldfield Lane Roseneath Place	-1.58287	53.78892	Upper Wortley
45012730	Oldfield Lane Roseneath Place	-1.58253	53.78904	Upper Wortley
45012731	Oldfield Lane Elmfield Grove	-1.57946	53.78945	New Wortley
45012732	Oldfield Lane Tavistock Park	-1.57954	53.78933	New Wortley
45012733	Wellington Road Clyde Gardens	-1.57222	53.79114	New Wortley
45012734	Copley Hill	-1.57524	53.79083	New Wortley
45012735	Tong Road Third Avenue	-1.57757	53.79164	New Wortley
45012736	Tong Road Cross Albert Place	-1.57862	53.79185	New Wortley
45012737	Tong Road Cheltenham Street	-1.58101	53.79243	New Wortley
45012738	Tong Road Fearnley Place	-1.58195	53.79253	New Wortley
45012739	Tong Road Amberley Road	-1.58539	53.79306	Armley
45012740	Tong Road Armley	-1.58601	53.79307	Armley
45012741	Tong Road Thornhill Road	-1.59008	53.79347	Armley
45012742	Tong Road Colton Road	-1.59125	53.79351	Armley
45012743	Tong Road Armley	-1.59352	53.79361	Armley
45012744	Tong Road Cross Lane	-1.59495	53.79322	Armley
45012745	Tong Road Upper Wortley Road	-1.59579	53.79336	Armley
45012746	Lowtown The Lanes	-1.65817	53.79766	Pudsey
45012747	Carlisle Road Station Street	-1.66853	53.79008	Fartown (Pudsey)
45012748	Carlisle Road Station Street	-1.66861	53.78966	Fartown (Pudsey)
45012749	Carlisle Road South Parade	-1.66874	53.79207	Pudsey
45012750	Carlisle Road School Street	-1.66853	53.79175	Fartown (Pudsey)
45012751	Pudsey Station Street	-1.66921	53.78999	Fartown (Pudsey)
45012752	Tong Road Farrow Hill	-1.61094	53.79351	Gamble Hill
45012753	Tong Road Armley	-1.60889	53.79313	Old Farnley
45012754	Tong Road Armley	-1.60827	53.79313	Old Farnley
45012755	Tong Road Armley	-1.60359	53.79333	Old Farnley
45012756	Tong Road Silver Royd Hill	-1.60324	53.79332	Old Farnley
45012757	Tong Road Armley	-1.60095	53.79356	Armley
45012758	Tong Road Albany Street	-1.60127	53.79337	Armley
45012759	Pudsey Road Gamble Hill Drive	-1.62574	53.79785	Gamble Hill
45012760	Pudsey Road Farrow Bank	-1.61556	53.79433	Gamble Hill
45012761	Green Hill Road Green Hill Mount	-1.61895	53.80367	Gamble Hill
45012762	Green Hill Road Green Hill Mount	-1.61897	53.80359	Gamble Hill
45012763	Green Hill Road Cockshott Lane	-1.61437	53.80344	Upper Armley
45012764	Green Hill Road Trescoe Avenue	-1.61323	53.80278	Upper Armley
45012765	Green Hill Road West Croft	-1.61179	53.80155	Upper Armley
45012766	Green Hill Road Armley Grange Drive	-1.61087	53.8009	Upper Armley
45012767	Hill Top Road Armley Grange Mount	-1.60995	53.79987	Upper Armley
45012768	Hill Top Road Hill End Road	-1.60882	53.79932	Upper Armley
45012769	Hill Top Road Heights Lane	-1.60563	53.79805	Upper Armley
45012770	Whingate Springfield Mount	-1.60432	53.79761	Upper Armley
45012771	Whingate Aberdeen Walk	-1.60244	53.79659	Armley
45012772	Whingate Aberdeen Drive	-1.60291	53.79669	Armley
45012773	Whingate Wortley Road	-1.60064	53.79551	Armley
45012774	Whingate	-1.59963	53.79506	Armley
45012775	Whingate Tong Road	-1.59776	53.79367	Armley
45012776	Upper Wortley Road Tong Road	-1.59611	53.79298	Armley
45012777	Upper Wortley Road Thornhill Road	-1.59269	53.79128	Upper Wortley
45012778	Upper Wortley Road Thornhill Road	-1.59213	53.79115	Upper Wortley
45012779	Upper Wortley Road Five Lane Ends	-1.58931	53.78866	Upper Wortley
45012780	Upper Wortley Road Five Lane Ends	-1.58941	53.78861	Upper Wortley
45012781	Dixon Lane	-1.58903	53.78527	Upper Wortley
45012782	Dixon Lane	-1.58914	53.78535	Upper Wortley
45012783	Dixon Lane Kellett Crescent	-1.58643	53.78325	Lower Wortley
45012784	Upper Town Street Ashlea Green	-1.63492	53.81502	Bramley (Leeds)
45012785	Upper Town Street Ashlea Green	-1.63487	53.81486	Bramley (Leeds)
45012786	Upper Town Street Moorfields	-1.63265	53.81389	Bramley (Leeds)
45012787	Upper Town Street Westover Road	-1.63191	53.81367	Bramley (Leeds)
45012788	Upper Town Street Waterloo Lane	-1.62848	53.81242	Bramley (Leeds)
45012789	Upper Town Street Hough Lane	-1.62882	53.81245	Bramley (Leeds)
45012790	Stand A Bramley Bus Station	-1.62678	53.81116	Bramley (Leeds)
45012791	Stand B Bramley Bus Station	-1.62658	53.8111	Bramley (Leeds)
45012792	Stand C Bramley Bus Station	-1.62645	53.81089	Bramley (Leeds)
45012793	Stand D Bramley Bus Station	-1.62645	53.81065	Bramley (Leeds)
45012794	BRAMLEY SHOPPING CENTRE	-1.6266	53.81112	Bramley (Leeds)
45012795	Lower Town Street Rossefield Avenue	-1.62644	53.8101	Bramley (Leeds)
45012796	Lower Town Street Rossefield Avenue	-1.62454	53.80845	Bramley (Leeds)
45012797	Lower Town Street Highfield Road	-1.62409	53.80758	Bramley (Leeds)
45012798	Green Hill Road	-1.6204	53.80314	Gamble Hill
45012799	Henconner Lane Green Hill Road	-1.62011	53.80316	Gamble Hill
45012800	Henconner Lane Poplar Way	-1.61984	53.80111	Gamble Hill
45012801	Kingswear Crescent Lulworth Crescent	-1.44072	53.79982	Austhorpe
45012802	HOLLYSHAW LANE	-1.45135	53.80327	Cross Gates (Leeds)
45012803	HOLLYSHAW LANE	-1.45009	53.8012	Whitkirk
45012804	Hollyshaw Lane Hollyshaw Crescent	-1.44983	53.80092	Whitkirk
45012805	*	-1.47529	53.80578	Killingbeck
45012806	*	-1.47775	53.80471	Killingbeck
45012807	Selby Road Dunhill Rise	-1.48229	53.80006	Killingbeck
45012808	Selby Road	-1.47727	53.79834	Halton (Leeds)
45012809	Selby Road	-1.4736	53.79675	Halton (Leeds)
45012810	Selby Road Portage Avenue	-1.47369	53.79661	Halton (Leeds)
45012811	Selby Road Carden Avenue	-1.47862	53.79854	Halton (Leeds)
45012812	Selby Road Portage Avenue	-1.47438	53.79671	Halton (Leeds)
45012813	Selby Road	-1.48184	53.79962	Killingbeck
45012814	Chapel Street Selby Road	-1.46839	53.79683	Halton (Leeds)
45012815	Cross Green Lane Sycamore Avenue	-1.46426	53.79951	Halton (Leeds)
45012816	Cross Green Lane Woodland Hill	-1.4589	53.80097	Halton (Leeds)
45012817	Green Lane Clapham Dene Road	-1.45732	53.80286	Cross Gates (Leeds)
45012818	Green Lane Clapham Dene Road	-1.45726	53.80298	Cross Gates (Leeds)
45012819	Green Lane Greenway	-1.45259	53.80383	Cross Gates (Leeds)
45012820	Cross Gates Lane - Cross Gates	-1.45346	53.8089	Cross Gates (Leeds)
45012821	Cross Gates Lane Brian Crescent	-1.45507	53.81125	Manston (Leeds)
45012822	Cross Gates Lane Brian Close	-1.45524	53.81138	Manston (Leeds)
45012823	Cross Gates Lane - Cross Gates	-1.45548	53.8127	Manston (Leeds)
45012824	Cross Gates Lane	-1.45536	53.8127	Manston (Leeds)
45012825	Pendas Way Manston Lane	-1.4409	53.80776	Manston (Leeds)
45012826	Pendas Way Manston Lane	-1.44078	53.80772	Manston (Leeds)
45012827	Pendas Way Pendas Grove	-1.43909	53.81036	Manston (Leeds)
45012828	Pendas Way Pendas Grove	-1.43906	53.81081	Manston (Leeds)
45012829	Pendas Way Kelmscott Green	-1.43788	53.81348	Manston (Leeds)
45012830	Barwick Road - Stanks	-1.43602	53.81663	Stanks
45012831	Barwick Road Smeaton Approach	-1.43533	53.81691	Stanks
45012832	Stanks Drive Stanks Lane North	-1.43956	53.81662	Stanks
45012833	Sherburn Road North Baildon Path	-1.45409	53.82745	Whinmoor
45012834	Swarcliffe Avenue	-1.44159	53.82247	Stanks
45012835	Swarcliffe Avenue Brayton Grove	-1.44369	53.82178	Stanks
45012836	Swarcliffe Avenue Ash Tree Bank	-1.44405	53.82151	Stanks
45012837	Swarcliffe Avenue Stanks Lane North	-1.44657	53.82022	Swarcliffe
45012838	Stanks Drive Farndale Close	-1.4511	53.82354	Swarcliffe
45012839	Stanks Drive Farndale Garth	-1.45005	53.82398	Swarcliffe
45012840	Stanks Lane North York Road	-1.45344	53.82442	Seacroft
45012841	York Road Hebden Path	-1.45495	53.82406	Seacroft
45012842	Swarcliffe Drive Mill Green Gardens	-1.45076	53.82187	Swarcliffe
45012843	Swarcliffe Drive Mill Green Road	-1.45208	53.82071	Swarcliffe
45012844	Swarcliffe Drive Swarcliffe Approach	-1.45218	53.81888	Swarcliffe
45012845	Swarcliffe Drive Southwood Gate	-1.44952	53.81657	Swarcliffe
45012846	Eastwood Lane Eastwood Nook	-1.44615	53.81562	Swarcliffe
45012847	Church Lane Manston Avenue	-1.44717	53.81279	Manston (Leeds)
45012848	Church Lane Manston Avenue	-1.44728	53.81253	Manston (Leeds)
45012849	Manston Approach Manston Drive	-1.44794	53.81053	Manston (Leeds)
45012850	Manston Drive	-1.4508	53.8106	Manston (Leeds)
45012851	Manston Drive	-1.44805	53.81029	Manston (Leeds)
45012852	Manston Gardens	-1.4471	53.81033	Manston (Leeds)
45012853	Manston Gardens Church Lane	-1.44459	53.81021	Manston (Leeds)
45012854	Church Lane Manston Gardens	-1.44743	53.81004	Manston (Leeds)
45012855	Barwick Road Southwood Gate	-1.45103	53.81525	Manston (Leeds)
45012856	York Road - Seacroft	-1.45846	53.82041	Seacroft
45012857	The Green	-1.45884	53.81918	Seacroft
45012858	York Road Stocks Approach	-1.45695	53.81649	Seacroft
45012859	York Road Stocks Approach	-1.45666	53.81642	Seacroft
45012860	York Road Stocks Rise	-1.45609	53.81515	Manston (Leeds)
45012861	South Parkway York Road	-1.45792	53.81674	Seacroft
45012862	South Parkway York Road	-1.45802	53.81681	Seacroft
45012863	South Parkway	-1.45983	53.81675	Seacroft
45012864	Stocks Approach Hansby Avenue	-1.45539	53.81694	Seacroft
45012865	Wakefield Road	-1.4059	53.7855	Garforth
45012866	Wakefield Road	-1.41197	53.77478	Little Preston (Leeds)
45012867	Wakefield Road	-1.41217	53.77405	Little Preston (Leeds)
45012868	Wakefield Road	-1.42014	53.76709	Swillington
45012869	Wakefield Road	-1.42045	53.76707	Swillington
45012870	Wakefield Road Swillington Lane	-1.42609	53.76413	Swillington
45012871	Wakefield Road Bullerthorpe Lane	-1.43519	53.76046	Woodlesford
45012872	Wakefield Road Bullerthorpe Lane	-1.43481	53.76076	Woodlesford
45012873	Wakefield Road Jinny Moor Lane	-1.43045	53.76233	Swillington
45012874	Astley Lane Park Grove	-1.41667	53.7647	Swillington
45012875	Bowers Row	-1.39392	53.75364	Great Preston
45012876	Leeds Road Hollins Grove	-1.38705	53.75307	Great Preston
45012877	Leeds Road Queen Street	-1.38409	53.7529	Great Preston
45012878	Preston Lane Brigshaw Lane	-1.3868	53.75576	Great Preston
45012879	Whitehouse Lane Whitehouse Avenue	-1.39663	53.76415	Great Preston
45012880	Preston Lane Wood Lane	-1.3919	53.75915	Great Preston
45012881	Preston Lane Wood Lane	-1.39145	53.75879	Great Preston
45012882	Leeds Road Manor Park Avenue	-1.37233	53.74728	Allerton Bywater
45012883	Allerton Bywater Church	-1.36838	53.74656	Allerton Bywater
45012884	Barnsdale Road Park Lane	-1.35538	53.74609	Allerton Bywater
45012885	Brigshaw Lane Hirst Street	-1.38638	53.75641	Great Preston
45012886	Goody Cross Lane Whitehouse Lane	-1.40263	53.77	Little Preston (Leeds)
45012887	Great Preston Corner	-1.39201	53.76114	Great Preston
45012888	Great Preston Corner	-1.39127	53.76091	Great Preston
45012889	Station Road Helena Street	-1.38073	53.76319	Great Preston
45012890	Station Road Brigshaw Lane	-1.37456	53.76467	Kippax
45012891	Leeds Road Selby Road	-1.386	53.78347	Garforth
45012892	Selby Road Leeds Road	-1.38577	53.78345	Garforth
45012893	Leeds Road	-1.37916	53.77663	Kippax
45012894	Moorgate Road	-1.37535	53.77464	Kippax
45012895	Leeds Road Church Lane	-1.37083	53.76861	Kippax
45012896	Leeds Road Church Lane	-1.37062	53.76845	Kippax
45012897	High Street Chapel Lane	-1.36861	53.7666	Kippax
45012898	High Street Ashtree Grove	-1.36746	53.76659	Kippax
45012899	High Street The Intake	-1.36636	53.7661	Kippax
45012900	High Street Mount Pleasant Gardens	-1.36607	53.76608	Kippax
45012901	Henconner Lane Poplar Way	-1.62002	53.80114	Gamble Hill
45012902	Henconner Lane Gamble Hill Drive	-1.6207	53.79828	Gamble Hill
45012903	Henconner Lane	-1.62082	53.79857	Gamble Hill
45012904	Gamble Hill Drive Gamble Hill	-1.62152	53.79796	Gamble Hill
45012905	Gamble Hill Drive Gamble Hill Place	-1.62414	53.79929	Gamble Hill
45012906	Gamble Hill Drive Gamble Hill Lawn	-1.62317	53.8004	Gamble Hill
45012907	Gamble Hill Drive Gamble Hill Croft	-1.62341	53.8011	Gamble Hill
45012908	Gamble Hill Bramley	-1.62667	53.80099	Gamble Hill
45012909	Gamble Hill Bramley	-1.6269	53.80081	Gamble Hill
45012910	Gamble Hill Drive	-1.62639	53.79867	Gamble Hill
45012911	Gamble Hill Drive	-1.62593	53.79858	Gamble Hill
45012912	Greenthorpe Road	-1.61972	53.79948	Gamble Hill
45012913	Heights Drive Greenthorpe Road	-1.61817	53.79778	Gamble Hill
45012914	Heights Drive Heights Way	-1.61632	53.79618	Gamble Hill
45012915	Heights Drive Heights Parade	-1.61565	53.79609	Gamble Hill
45012916	Heights Drive Ascension Church	-1.61309	53.7955	Gamble Hill
45012917	Heights Drive Ascension Church	-1.61263	53.79531	Gamble Hill
45012918	Heights Drive Heights Bank	-1.61047	53.79435	Gamble Hill
45012919	Heights Drive	-1.61011	53.79419	Gamble Hill
45012920	Heights Drive	-1.60766	53.7934	Old Farnley
45012921	Heights Drive	-1.60694	53.79348	Old Farnley
45012922	Whingate Road Albany Terrace	-1.60501	53.79395	Old Farnley
45012923	Whingate Road Conference Place	-1.60405	53.79414	Old Farnley
45012924	Whingate Road Barden Green	-1.60157	53.79497	Armley
45012925	Whingate Road Alliance Street	-1.60113	53.79499	Armley
45012926	Wortley Road	-1.59953	53.79578	Armley
45012927	Wortley Road	-1.59834	53.79629	Armley
45012928	Green Lane Eighth Avenue	-1.57509	53.79223	New Wortley
45012929	Green Lane Holdforth Close	-1.57455	53.79347	New Wortley
45012930	Green Lane Holdforth Close	-1.57446	53.79332	New Wortley
45012931	Green Lane Eighth Avenue	-1.57509	53.79195	New Wortley
45012932	Hall Lane Stott Street	-1.58003	53.79596	New Wortley
45012933	Hall Lane Simpson Grove	-1.58124	53.79563	Armley
45012934	Hall Lane Brooklyn Place	-1.58463	53.79521	Armley
45012935	Hall Lane Brooklyn Street	-1.58522	53.79512	Armley
45012936	Stonebridge Grove Stonebridge Lane	-1.61688	53.79132	Farnley (Leeds)
45012937	Carr Crofts	-1.59408	53.79378	Armley
45012938	Carr Crofts Town Street	-1.59295	53.79518	Armley
45012939	Carr Crofts	-1.59212	53.79597	Armley
45012940	Gamecock Inn	-1.62104	53.79563	Gamble Hill
45012941	Ring Road Lower Wortley Pavillion Bus Park	-1.59056	53.77999	Lower Wortley
45012942	Wortley Ringways	-1.5948	53.7808	Lower Wortley
45012943	Ring Road Farnley	-1.61557	53.79162	Farnley (Leeds)
45012944	Ring Road Tong Road	-1.61919	53.7927	Gamble Hill
45012945	Ring Road	-1.62233	53.79453	Gamble Hill
45012946	Ring Road Farnley Farnley	-1.62465	53.79598	Gamble Hill
45012947	Pudsey Road Wood Lane	-1.62934	53.79839	Gamble Hill
45012948	Pudsey Road Hough Tree Road	-1.62943	53.79855	Gamble Hill
45012949	Pudsey Road Tawny Beck	-1.63439	53.79729	Hough Side
45012950	Pudsey Road Ridge View	-1.63463	53.79734	Hough Side
45012951	Pudsey Road Hough Side Lane	-1.64273	53.79649	Hough Side
45012952	Hough Side Road Hough Side Lane	-1.64325	53.79651	Hough Side
45012953	Hough Side Road	-1.6454	53.79635	Hough Side
45012954	Hough Side Road	-1.64751	53.79615	Hough Side
45012955	Hough Side Road Richmond Gardens	-1.65149	53.79661	Hough Side
45012956	Hough Side Road Richmond Gardens	-1.65193	53.79671	Hough Side
45012957	Hough Side Road	-1.65306	53.79742	Pudsey
45012958	Hough Side Road Lowtown	-1.65344	53.79752	Pudsey
45012959	Swinnow Lane	-1.63351	53.79868	Hough Side
45012960	Swinnow Lane	-1.63553	53.7981	Hough Side
45012961	Swinnow Lane	-1.63981	53.79926	Hough Side
45012962	Swinnow Lane	-1.64005	53.79957	Hough Side
45012963	Swinnow Lane St Marks Church	-1.64339	53.80076	Hough Side
45012964	Swinnow Lane Rycroft Avenue	-1.64613	53.80357	Swinnow
45012965	Swinnow Lane	-1.64696	53.80448	Swinnow
45012966	Swinnow Lane	-1.64906	53.80743	Swinnow
45012967	Ingle Avenue Horsfall Street	-1.61024	53.75434	Morley (Leeds)
45012968	Ingle Avenue Ingle Grove	-1.60817	53.75279	Morley (Leeds)
45012969	U1 - Leeds Vicar Lane	-1.53933	53.80045	Leeds City Centre
45012970	U2 Vicar Lane	-1.53934	53.80036	Leeds (W Yorks)
45012971	U3 Vicar Lane	-1.53944	53.80003	Leeds City Centre
45012972	Vicar Lane	-1.53953	53.79959	Leeds City Centre
45012973	U6 U6	-1.53955	53.79945	Leeds City Centre
45012974	U7 Vicar Lane	-1.53955	53.79941	Leeds City Centre
45012977	V6 Vicar Lane	-1.53989	53.79867	Leeds City Centre
45012978	V5 Vicar Lane	-1.54021	53.79796	Leeds City Centre
45012979	V3 - Leeds Vicar Lane	-1.54041	53.79728	Leeds City Centre
45012980	V4 Vicar Lane	-1.5404	53.79729	Leeds City Centre
45012981	K1 Corn Exchange	-1.54031	53.7967	Leeds City Centre
45012982	K2 Corn Exchange	-1.5404	53.79657	Leeds City Centre
45012983	K3 Leeds Corn Exchange	-1.54048	53.79644	Leeds City Centre
45012984	K4 Corn Exchange	-1.54059	53.79626	Leeds (W Yorks)
45012985	Ring Road Bramley	-1.62838	53.79889	Gamble Hill
45012986	Ring Road Bramley	-1.62795	53.79891	Gamble Hill
45012987	Ring Road Bramley Spring Valley Estate	-1.63064	53.80028	Gamble Hill
45012988	Ring Road Bramley Slip Road Off Ring Road	-1.63562	53.80179	Hough Side
45012989	Stanningley By-Pass Swinnow Road	-1.63899	53.80377	Hough Side
45012990	Stanningley By-Pass	-1.63515	53.80196	Hough Side
45012991	Ring Road Bramley	-1.63007	53.80088	Gamble Hill
45012992	Spring Valley Estate	-1.6318	53.80164	Gamble Hill
45012993	Spring Valley Drive	-1.63234	53.80273	Bramley (Leeds)
45012994	Ring Road Farsley	-1.68458	53.80696	Woodhall (Pudsey)
45012995	Priesthorpe	-1.68414	53.80667	Woodhall (Pudsey)
45012996	Ring Road Farsley	-1.68244	53.81254	Farsley
45012997	Ring Road Farsley	-1.68239	53.81232	Farsley
45012998	Ring Road Farsley	-1.67764	53.81685	Farsley
45012999	Ring Road Farsley	-1.67801	53.81627	Farsley
45013000	Ring Road Farsley	-1.6685	53.82386	Rodley (Leeds)
45013001	Ring Road Farsley	-1.67414	53.81941	Farsley
45013002	Ring Road Farsley	-1.6743	53.8195	Farsley
45013003	Cemetery Road Arundel Street	-1.66451	53.79773	Pudsey
45013004	Cemetery Road Lodge Road	-1.66745	53.79782	Pudsey
45013005	Cemetery Road Lodge Road	-1.66721	53.7979	Pudsey
45013006	Cemetery Road Highfield Green	-1.6732	53.79769	Pudsey
45013007	Cemetery Road Victoria Road	-1.67384	53.79795	Pudsey
45013008	Cemetery Road Aspect Terrace	-1.67663	53.79816	Hillfoot (Pudsey)
45013009	Cemetery Road Oak Street	-1.6768	53.79825	Hillfoot (Pudsey)
45013010	Cemetery Road Marsh	-1.67817	53.79815	Hillfoot (Pudsey)
45013011	Owlcotes Road Owlcotes Gardens	-1.6799	53.79807	Hillfoot (Pudsey)
45013012	Owlcotes Road Inghams Avenue	-1.68246	53.79859	Hillfoot (Pudsey)
45013013	Owlcotes Road Pudsey	-1.68305	53.79862	Hillfoot (Pudsey)
45013014	Owlcotes Road Pudsey	-1.68813	53.79979	Hillfoot (Pudsey)
45013015	Owlcotes Road Pudsey	-1.68805	53.79988	Hillfoot (Pudsey)
45013016	P6 Robin Lane Manor House Street	-1.66253	53.79655	Pudsey
45013017	P9 Pudsey Town Hall	-1.66195	53.79661	Pudsey
45013018	Bradford Road Hammond Crescent	-1.66741	53.75904	Drighlington
45013019	Bradford Road Hammond Crescent	-1.66701	53.75906	Drighlington
45013020	Bradford Road	-1.66482	53.75816	Drighlington
45013021	Bradford Road	-1.6645	53.75785	Drighlington
45013022	Drighlington Crossroads	-1.6631	53.75715	Drighlington
45013023	Drighlington Crossroads	-1.66041	53.75632	Drighlington
45013024	King Street	-1.65865	53.75533	Drighlington
45013025	King Street	-1.65879	53.75524	Drighlington
45013026	King Street	-1.65672	53.75426	Drighlington
45013027	King Street Moorside Road	-1.65719	53.75436	Drighlington
45013028	Wakefield Road	-1.65191	53.75304	Drighlington
45013029	Wakefield Road Fairfax Avenue	-1.65267	53.75326	Drighlington
45013030	Wakefield Road Farnley View	-1.6509	53.75231	Drighlington
45013031	Wakefield Road Oakwell Road	-1.65013	53.75216	Birstall (Cleckheaton)
45013032	Wakefield Road	-1.64518	53.75096	Birstall (Cleckheaton)
45013033	Wakefield Road	-1.64526	53.75082	Birstall (Cleckheaton)
45013034	Wakefield Road Bradford Road	-1.64142	53.75021	Birstall (Cleckheaton)
45013035	Wakefield Road Bradford Road	-1.64185	53.75022	Birstall (Cleckheaton)
45013036	Batley Baths	-1.63483	53.71489	Batley
45013037	Stand 10 Batley Bus Station	-1.63373	53.71586	Batley
45013038	Stand 1 Batley Bus Station	-1.6335	53.71598	Batley
45013039	Stand 2 Batley Bus Station	-1.6333	53.7161	Batley
45013040	Stand 3 Batley Bus Station	-1.63291	53.71594	Batley
45013041	Stand 4 Batley Bus Station	-1.63302	53.71575	Batley
45013042	Stand 5 Batley Bus Station	-1.6332	53.71564	Batley
45013043	Info Point	-1.63322	53.71561	Batley
45013044	Info Point	-1.63327	53.71616	Batley
45013045	Blakeridge Lane Stocks Lane	-1.63792	53.71532	Batley
45013046	Blakeridge Lane Stocks Lane	-1.63769	53.71536	Batley
45013047	Cross Bank Road Melton Street	-1.64179	53.7175	Batley
45013048	Cross Bank Road Melton Street	-1.64149	53.71739	Batley
45013049	Cross Bank Road Centenary Way	-1.64387	53.7186	Batley
45013050	Cross Bank Road Rosebank Street	-1.64481	53.71899	Batley
45013051	Carlinghow Lane Ealand Road	-1.64878	53.71938	Batley
45013052	Carlinghow Lane South Bank Road	-1.64819	53.71927	Carlinghow
45013053	Carlinghow Lane Chaster Street	-1.65184	53.71926	Carlinghow
45013054	Carlinghow Lane Welwyn Avenue	-1.65516	53.7195	Carlinghow
45013055	Carlinghow Lane Welwyn Avenue	-1.65572	53.7197	Batley
45013056	Carlinghow Lane Oakwell Avenue	-1.65918	53.72047	Batley
45013057	Carlinghow Lane Brighton Close	-1.66092	53.7207	Batley
45013058	Carlinghow Lane White Lee Road	-1.66404	53.72136	White Lee
45013059	Leeds Old Road White Lee Road	-1.6659	53.72156	White Lee
45013060	Leeds Old Road Priestley Avenue	-1.66896	53.71959	White Lee
45013061	Leeds Old Road Priestley Avenue	-1.66911	53.71965	White Lee
45013062	Leeds Old Road Alma Lane	-1.67341	53.71711	White Lee
45013063	Leeds Old Road Little Green Lane	-1.67805	53.71596	Littletown (Cleckheaton)
45013064	Leeds Old Road Scott Avenue	-1.67102	53.71823	White Lee
45013065	Scott Avenue Rayner Avenue	-1.66977	53.71721	White Lee
45013066	Scott Avenue Royd Avenue	-1.67021	53.7173	White Lee
45013067	Bevor Crescent Curwen Crescent	-1.66882	53.71629	White Lee
45013068	Curwen Crescent Bevor Crescent	-1.66828	53.71621	White Lee
45013069	Smithies Moor Lane Bradford Road	-1.66131	53.72869	White Lee
45013070	Smithies Moor Lane Magnolias	-1.66252	53.72351	White Lee
45013071	Smithies Moor Lane	-1.66357	53.72257	White Lee
45013072	Smithies Moor Lane White Lee Road	-1.66482	53.72194	White Lee
45013073	Leeside Road Richmond Road	-1.66634	53.71799	White Lee
45013074	Leeside Road Richmond Road	-1.66587	53.71802	White Lee
45013075	Leeside Road White Lee Side	-1.66445	53.71853	White Lee
45013076	White Lee Road Carlinghow Lane	-1.66419	53.72086	White Lee
45013077	White Lee Road Leeside Road	-1.66388	53.71888	White Lee
45013078	White Lee Road Triath Court	-1.66345	53.71839	White Lee
45013079	White Lee Road Delmont Close	-1.66292	53.7172	White Lee
45013080	White Lee Road Kester Road	-1.66064	53.71393	Carlinghow
45013081	White Lee White Lee Rd	-1.66064	53.71358	Carlinghow
45013082	White Lee Road Charnwood Bank	-1.65995	53.71164	Staincliffe (Dewsbury)
45013083	White Lee Road - Batley	-1.66296	53.71755	White Lee
45013084	White Lee Rd Carnwood Bank	-1.66011	53.71165	Staincliffe (Dewsbury)
45013085	Common Road Bunkers Lane	-1.658	53.70952	Staincliffe (Dewsbury)
45013086	.Common Rd Batley	-1.65687	53.70809	Staincliffe (Dewsbury)
45013087	.Dale Lane Crabtree Avenue	-1.66678	53.71538	White Lee
45013088	.Dale Lane Brighton Street	-1.67246	53.71362	Heckmondwike
45013089	Nunroyd Dale Lane	-1.67398	53.71394	Heckmondwike
45013090	Nunroyd Leeds Old Road	-1.67453	53.71651	White Lee
45013091	Jeremy Lane Milton Street	-1.67394	53.71204	Heckmondwike
45013092	Jeremy Lane Claremont	-1.67497	53.71035	Heckmondwike
45013093	H2 Northgate	-1.67653	53.70836	Heckmondwike
45013094	H3 Heckmondwike Green	-1.67638	53.70819	Heckmondwike
45013095	H4 Heckmondwike Green	-1.67605	53.70796	Heckmondwike
45013096	H5 Heckmondwike Green	-1.6759	53.70772	Heckmondwike
45013097	H1 Greenside	-1.67727	53.70896	Heckmondwike
45013098	Leeds Old Road Scott Avenue	-1.67202	53.71791	White Lee
45013099	Leeds Road Cooper Bridge Road	-1.73061	53.6857	Cooper Bridge
45013100	Leeds Road Lower Quarry Road	-1.73447	53.68207	Cooper Bridge
45013101	Woodside Tavern Horsforth	-1.62011	53.83634	Moor Grange
45013102	Ring Road	-1.61229	53.83762	Moor Grange
45013103	Ring Road West Park Redvers Close	-1.60594	53.83857	Moor Grange
45013104	Ring Road West Park Spen Gardens	-1.59893	53.83757	West Park (Leeds)
45013105	Ring Road West Park Spen Gardens	-1.59775	53.83725	West Park (Leeds)
45013106	Boar Lane	-1.54626	53.79588	Leeds (W Yorks)
